Original File,Destination File,Bank Type,Status,Processed,Verified
statement_4130283078_2022-12-30.pdf,PNC\2022-12\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2022-12-30.pdf,PNC,Would process,,
statement_4130283078_2022-12-30.pdf,PNC\2022-12\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2022-12-30.pdf,PNC,Processed,,
statement_4130283078_2023-01-31.pdf,PNC\2023-01\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-01-31.pdf,PNC,Would process,,
statement_4130283078_2023-01-31.pdf,PNC\2023-01\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-01-31.pdf,PNC,Processed,,
statement_4130283078_2023-02-28.pdf,PNC\2023-02\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-02-28.pdf,PNC,Would process,,
statement_4130283078_2023-02-28.pdf,PNC\2023-02\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-02-28.pdf,PNC,Processed,,
statement_4130283078_2023-03-31.pdf,PNC\2023-03\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-03-31.pdf,PNC,Would process,,
statement_4130283078_2023-03-31.pdf,PNC\2023-03\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-03-31.pdf,PNC,Processed,,
statement_4130283078_2023-04-28.pdf,PNC\2023-04\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-04-28.pdf,PNC,Would process,,
statement_4130283078_2023-04-28.pdf,PNC\2023-04\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-04-28.pdf,PNC,Processed,,
statement_4130283078_2023-05-31.pdf,PNC\2023-05\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-05-31.pdf,PNC,Would process,,
statement_4130283078_2023-05-31.pdf,PNC\2023-05\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-05-31.pdf,PNC,Processed,,
statement_4130283078_2023-06-30.pdf,PNC\2023-06\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-06-30.pdf,PNC,Would process,,
statement_4130283078_2023-06-30.pdf,PNC\2023-06\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-06-30.pdf,PNC,Processed,,
statement_4130283078_2023-07-31.pdf,PNC\2023-07\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-07-31.pdf,PNC,Would process,,
statement_4130283078_2023-07-31.pdf,PNC\2023-07\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-07-31.pdf,PNC,Processed,,
statement_4130283078_2023-08-31.pdf,PNC\2023-08\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-08-31.pdf,PNC,Would process,,
statement_4130283078_2023-08-31.pdf,PNC\2023-08\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-08-31.pdf,PNC,Processed,,
statement_4130283078_2023-09-29.pdf,PNC\2023-09\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-09-29.pdf,PNC,Would process,,
statement_4130283078_2023-09-29.pdf,PNC\2023-09\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-09-29.pdf,PNC,Processed,,
statement_4130283078_2023-10-31.pdf,PNC\2023-10\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-10-31.pdf,PNC,Would process,,
statement_4130283078_2023-10-31.pdf,PNC\2023-10\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-10-31.pdf,PNC,Processed,,
statement_4130283078_2023-11-30.pdf,PNC\2023-11\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-11-30.pdf,PNC,Would process,,
statement_4130283078_2023-11-30.pdf,PNC\2023-11\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-11-30.pdf,PNC,Processed,,
statement_4130283078_2023-12-29.pdf,PNC\2023-12\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-12-29.pdf,PNC,Would process,,
statement_4130283078_2023-12-29.pdf,PNC\2023-12\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2023-12-29.pdf,PNC,Processed,,
statement_4130283078_2024-01-31.pdf,PNC\2024-01\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-01-31.pdf,PNC,Would process,,
statement_4130283078_2024-01-31.pdf,PNC\2024-01\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-01-31.pdf,PNC,Processed,,
statement_4130283078_2024-02-29.pdf,PNC\2024-02\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-02-29.pdf,PNC,Would process,,
statement_4130283078_2024-02-29.pdf,PNC\2024-02\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-02-29.pdf,PNC,Processed,,
statement_4130283078_2024-03-29.pdf,PNC\2024-03\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-03-29.pdf,PNC,Would process,,
statement_4130283078_2024-03-29.pdf,PNC\2024-03\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-03-29.pdf,PNC,Processed,,
statement_4130283078_2024-04-30.pdf,PNC\2024-04\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-04-30.pdf,PNC,Would process,,
statement_4130283078_2024-04-30.pdf,PNC\2024-04\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-04-30.pdf,PNC,Processed,,
statement_4130283078_2024-05-31.pdf,PNC\2024-05\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-05-31.pdf,PNC,Would process,,
statement_4130283078_2024-05-31.pdf,PNC\2024-05\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-05-31.pdf,PNC,Processed,,
statement_4130283078_2024-06-28.pdf,PNC\2024-06\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-06-28.pdf,PNC,Would process,,
statement_4130283078_2024-06-28.pdf,PNC\2024-06\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-06-28.pdf,PNC,Processed,,
statement_4130283078_2024-07-31.pdf,PNC\2024-07\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-07-31.pdf,PNC,Would process,,
statement_4130283078_2024-07-31.pdf,PNC\2024-07\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-07-31.pdf,PNC,Processed,,
statement_4130283078_2024-08-30.pdf,PNC\2024-08\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-08-30.pdf,PNC,Would process,,
statement_4130283078_2024-08-30.pdf,PNC\2024-08\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-08-30.pdf,PNC,Processed,,
statement_4130283078_2024-09-30.pdf,PNC\2024-09\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-09-30.pdf,PNC,Would process,,
statement_4130283078_2024-09-30.pdf,PNC\2024-09\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-09-30.pdf,PNC,Processed,,
statement_4130283078_2024-10-31.pdf,PNC\2024-10\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-10-31.pdf,PNC,Would process,,
statement_4130283078_2024-10-31.pdf,PNC\2024-10\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-10-31.pdf,PNC,Processed,,
statement_4130283078_2024-11-29.pdf,PNC\2024-11\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-11-29.pdf,PNC,Would process,,
statement_4130283078_2024-11-29.pdf,PNC\2024-11\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-11-29.pdf,PNC,Processed,,
statement_4130283078_2024-12-31.pdf,PNC\2024-12\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-12-31.pdf,PNC,Would process,,
statement_4130283078_2024-12-31.pdf,PNC\2024-12\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2024-12-31.pdf,PNC,Processed,,
statement_4130283078_2025-01-31.pdf,PNC\2025-01\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2025-01-31.pdf,PNC,Would process,,
statement_4130283078_2025-01-31.pdf,PNC\2025-01\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2025-01-31.pdf,PNC,Processed,,
statement_4130283078_2025-02-28.pdf,PNC\2025-02\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2025-02-28.pdf,PNC,Would process,,
statement_4130283078_2025-02-28.pdf,PNC\2025-02\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2025-02-28.pdf,PNC,Processed,,
statement_4130283078_2025-03-31.pdf,PNC\2025-03\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2025-03-31.pdf,PNC,Would process,,
statement_4130283078_2025-03-31.pdf,PNC\2025-03\ARCTARIS IMPACT INVESTORS LLC statement_4130283078_2025-03-31.pdf,PNC,Processed,,
statement_4130283369_2020-12-31.pdf,PNC\2020-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2020-12-31.pdf,PNC,Would process,,
statement_4130283369_2020-12-31.pdf,PNC\2020-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2020-12-31.pdf,PNC,Processed,,
statement_4130283369_2021-01-29.pdf,PNC\2021-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-01-29.pdf,PNC,Would process,,
statement_4130283369_2021-01-29.pdf,PNC\2021-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-01-29.pdf,PNC,Processed,,
statement_4130283369_2021-02-26.pdf,PNC\2021-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-02-26.pdf,PNC,Would process,,
statement_4130283369_2021-02-26.pdf,PNC\2021-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-02-26.pdf,PNC,Processed,,
statement_4130283369_2021-03-31.pdf,PNC\2021-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-03-31.pdf,PNC,Would process,,
statement_4130283369_2021-03-31.pdf,PNC\2021-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-03-31.pdf,PNC,Processed,,
statement_4130283369_2021-04-30.pdf,PNC\2021-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-04-30.pdf,PNC,Would process,,
statement_4130283369_2021-04-30.pdf,PNC\2021-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-04-30.pdf,PNC,Processed,,
statement_4130283369_2021-05-28.pdf,PNC\2021-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-05-28.pdf,PNC,Would process,,
statement_4130283369_2021-05-28.pdf,PNC\2021-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-05-28.pdf,PNC,Processed,,
statement_4130283369_2021-06-30.pdf,PNC\2021-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-06-30.pdf,PNC,Would process,,
statement_4130283369_2021-06-30.pdf,PNC\2021-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-06-30.pdf,PNC,Processed,,
statement_4130283369_2021-07-30.pdf,PNC\2021-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-07-30.pdf,PNC,Would process,,
statement_4130283369_2021-07-30.pdf,PNC\2021-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-07-30.pdf,PNC,Processed,,
statement_4130283369_2021-08-31.pdf,PNC\2021-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-08-31.pdf,PNC,Would process,,
statement_4130283369_2021-08-31.pdf,PNC\2021-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-08-31.pdf,PNC,Processed,,
statement_4130283369_2021-09-30.pdf,PNC\2021-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-09-30.pdf,PNC,Would process,,
statement_4130283369_2021-09-30.pdf,PNC\2021-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-09-30.pdf,PNC,Processed,,
statement_4130283369_2021-10-29.pdf,PNC\2021-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-10-29.pdf,PNC,Would process,,
statement_4130283369_2021-10-29.pdf,PNC\2021-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-10-29.pdf,PNC,Processed,,
statement_4130283369_2021-11-30.pdf,PNC\2021-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-11-30.pdf,PNC,Would process,,
statement_4130283369_2021-11-30.pdf,PNC\2021-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-11-30.pdf,PNC,Processed,,
statement_4130283369_2021-12-31.pdf,PNC\2021-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-12-31.pdf,PNC,Would process,,
statement_4130283369_2021-12-31.pdf,PNC\2021-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2021-12-31.pdf,PNC,Processed,,
statement_4130283369_2022-01-31.pdf,PNC\2022-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-01-31.pdf,PNC,Would process,,
statement_4130283369_2022-01-31.pdf,PNC\2022-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-01-31.pdf,PNC,Processed,,
statement_4130283369_2022-02-28.pdf,PNC\2022-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-02-28.pdf,PNC,Would process,,
statement_4130283369_2022-02-28.pdf,PNC\2022-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-02-28.pdf,PNC,Processed,,
statement_4130283369_2022-03-31.pdf,PNC\2022-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-03-31.pdf,PNC,Would process,,
statement_4130283369_2022-03-31.pdf,PNC\2022-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-03-31.pdf,PNC,Processed,,
statement_4130283369_2022-04-29.pdf,PNC\2022-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-04-29.pdf,PNC,Would process,,
statement_4130283369_2022-04-29.pdf,PNC\2022-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-04-29.pdf,PNC,Processed,,
statement_4130283369_2022-05-31.pdf,PNC\2022-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-05-31.pdf,PNC,Would process,,
statement_4130283369_2022-05-31.pdf,PNC\2022-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-05-31.pdf,PNC,Processed,,
statement_4130283369_2022-06-30.pdf,PNC\2022-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-06-30.pdf,PNC,Would process,,
statement_4130283369_2022-06-30.pdf,PNC\2022-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-06-30.pdf,PNC,Processed,,
statement_4130283369_2022-07-29.pdf,PNC\2022-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-07-29.pdf,PNC,Would process,,
statement_4130283369_2022-07-29.pdf,PNC\2022-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-07-29.pdf,PNC,Processed,,
statement_4130283369_2022-08-31.pdf,PNC\2022-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-08-31.pdf,PNC,Would process,,
statement_4130283369_2022-08-31.pdf,PNC\2022-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-08-31.pdf,PNC,Processed,,
statement_4130283369_2022-09-30.pdf,PNC\2022-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-09-30.pdf,PNC,Would process,,
statement_4130283369_2022-09-30.pdf,PNC\2022-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-09-30.pdf,PNC,Processed,,
statement_4130283369_2022-10-31.pdf,PNC\2022-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-10-31.pdf,PNC,Would process,,
statement_4130283369_2022-10-31.pdf,PNC\2022-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-10-31.pdf,PNC,Processed,,
statement_4130283369_2022-11-30.pdf,PNC\2022-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-11-30.pdf,PNC,Would process,,
statement_4130283369_2022-11-30.pdf,PNC\2022-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-11-30.pdf,PNC,Processed,,
statement_4130283369_2022-12-30.pdf,PNC\2022-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-12-30.pdf,PNC,Would process,,
statement_4130283369_2022-12-30.pdf,PNC\2022-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2022-12-30.pdf,PNC,Processed,,
statement_4130283369_2023-01-31.pdf,PNC\2023-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-01-31.pdf,PNC,Would process,,
statement_4130283369_2023-01-31.pdf,PNC\2023-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-01-31.pdf,PNC,Processed,,
statement_4130283369_2023-02-28.pdf,PNC\2023-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-02-28.pdf,PNC,Would process,,
statement_4130283369_2023-02-28.pdf,PNC\2023-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-02-28.pdf,PNC,Processed,,
statement_4130283369_2023-03-31.pdf,PNC\2023-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-03-31.pdf,PNC,Would process,,
statement_4130283369_2023-03-31.pdf,PNC\2023-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-03-31.pdf,PNC,Processed,,
statement_4130283369_2023-04-28.pdf,PNC\2023-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-04-28.pdf,PNC,Would process,,
statement_4130283369_2023-04-28.pdf,PNC\2023-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-04-28.pdf,PNC,Processed,,
statement_4130283369_2023-05-31.pdf,PNC\2023-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-05-31.pdf,PNC,Would process,,
statement_4130283369_2023-05-31.pdf,PNC\2023-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-05-31.pdf,PNC,Processed,,
statement_4130283369_2023-06-30.pdf,PNC\2023-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-06-30.pdf,PNC,Would process,,
statement_4130283369_2023-06-30.pdf,PNC\2023-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-06-30.pdf,PNC,Processed,,
statement_4130283369_2023-07-31.pdf,PNC\2023-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-07-31.pdf,PNC,Would process,,
statement_4130283369_2023-07-31.pdf,PNC\2023-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-07-31.pdf,PNC,Processed,,
statement_4130283369_2023-08-31.pdf,PNC\2023-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-08-31.pdf,PNC,Would process,,
statement_4130283369_2023-08-31.pdf,PNC\2023-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-08-31.pdf,PNC,Processed,,
statement_4130283369_2023-09-29.pdf,PNC\2023-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-09-29.pdf,PNC,Would process,,
statement_4130283369_2023-09-29.pdf,PNC\2023-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-09-29.pdf,PNC,Processed,,
statement_4130283369_2023-10-31.pdf,PNC\2023-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-10-31.pdf,PNC,Would process,,
statement_4130283369_2023-10-31.pdf,PNC\2023-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-10-31.pdf,PNC,Processed,,
statement_4130283369_2023-11-30.pdf,PNC\2023-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-11-30.pdf,PNC,Would process,,
statement_4130283369_2023-11-30.pdf,PNC\2023-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-11-30.pdf,PNC,Processed,,
statement_4130283369_2023-12-29.pdf,PNC\2023-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-12-29.pdf,PNC,Would process,,
statement_4130283369_2023-12-29.pdf,PNC\2023-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2023-12-29.pdf,PNC,Processed,,
statement_4130283369_2024-01-31.pdf,PNC\2024-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-01-31.pdf,PNC,Would process,,
statement_4130283369_2024-01-31.pdf,PNC\2024-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-01-31.pdf,PNC,Processed,,
statement_4130283369_2024-02-29.pdf,PNC\2024-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-02-29.pdf,PNC,Would process,,
statement_4130283369_2024-02-29.pdf,PNC\2024-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-02-29.pdf,PNC,Processed,,
statement_4130283369_2024-03-29.pdf,PNC\2024-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-03-29.pdf,PNC,Would process,,
statement_4130283369_2024-03-29.pdf,PNC\2024-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-03-29.pdf,PNC,Processed,,
statement_4130283369_2024-04-30.pdf,PNC\2024-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-04-30.pdf,PNC,Would process,,
statement_4130283369_2024-04-30.pdf,PNC\2024-04\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-04-30.pdf,PNC,Processed,,
statement_4130283369_2024-05-31.pdf,PNC\2024-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-05-31.pdf,PNC,Would process,,
statement_4130283369_2024-05-31.pdf,PNC\2024-05\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-05-31.pdf,PNC,Processed,,
statement_4130283369_2024-06-28.pdf,PNC\2024-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-06-28.pdf,PNC,Would process,,
statement_4130283369_2024-06-28.pdf,PNC\2024-06\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-06-28.pdf,PNC,Processed,,
statement_4130283369_2024-07-31.pdf,PNC\2024-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-07-31.pdf,PNC,Would process,,
statement_4130283369_2024-07-31.pdf,PNC\2024-07\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-07-31.pdf,PNC,Processed,,
statement_4130283369_2024-08-30.pdf,PNC\2024-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-08-30.pdf,PNC,Would process,,
statement_4130283369_2024-08-30.pdf,PNC\2024-08\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-08-30.pdf,PNC,Processed,,
statement_4130283369_2024-09-30.pdf,PNC\2024-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-09-30.pdf,PNC,Would process,,
statement_4130283369_2024-09-30.pdf,PNC\2024-09\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-09-30.pdf,PNC,Processed,,
statement_4130283369_2024-10-31.pdf,PNC\2024-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-10-31.pdf,PNC,Would process,,
statement_4130283369_2024-10-31.pdf,PNC\2024-10\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-10-31.pdf,PNC,Processed,,
statement_4130283369_2024-11-29.pdf,PNC\2024-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-11-29.pdf,PNC,Would process,,
statement_4130283369_2024-11-29.pdf,PNC\2024-11\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-11-29.pdf,PNC,Processed,,
statement_4130283369_2024-12-31.pdf,PNC\2024-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-12-31.pdf,PNC,Would process,,
statement_4130283369_2024-12-31.pdf,PNC\2024-12\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2024-12-31.pdf,PNC,Processed,,
statement_4130283369_2025-01-31.pdf,PNC\2025-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2025-01-31.pdf,PNC,Would process,,
statement_4130283369_2025-01-31.pdf,PNC\2025-01\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2025-01-31.pdf,PNC,Processed,,
statement_4130283369_2025-02-28.pdf,PNC\2025-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2025-02-28.pdf,PNC,Would process,,
statement_4130283369_2025-02-28.pdf,PNC\2025-02\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2025-02-28.pdf,PNC,Processed,,
statement_4130283369_2025-03-31.pdf,PNC\2025-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2025-03-31.pdf,PNC,Would process,,
statement_4130283369_2025-03-31.pdf,PNC\2025-03\ARC-IMPACT-PROGRAM SWPA LLC statement_4130283369_2025-03-31.pdf,PNC,Processed,,
statement_4130283633_2021-02-26.pdf,PNC\2021-02\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-02-26.pdf,PNC,Would process,,
statement_4130283633_2021-02-26.pdf,PNC\2021-02\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-02-26.pdf,PNC,Processed,,
statement_4130283633_2021-03-31.pdf,PNC\2021-03\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-03-31.pdf,PNC,Would process,,
statement_4130283633_2021-03-31.pdf,PNC\2021-03\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-03-31.pdf,PNC,Processed,,
statement_4130283633_2021-04-30.pdf,PNC\2021-04\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-04-30.pdf,PNC,Would process,,
statement_4130283633_2021-04-30.pdf,PNC\2021-04\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-04-30.pdf,PNC,Processed,,
statement_4130283633_2021-05-28.pdf,PNC\2021-05\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-05-28.pdf,PNC,Would process,,
statement_4130283633_2021-05-28.pdf,PNC\2021-05\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-05-28.pdf,PNC,Processed,,
statement_4130283633_2021-06-30.pdf,PNC\2021-06\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-06-30.pdf,PNC,Would process,,
statement_4130283633_2021-06-30.pdf,PNC\2021-06\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-06-30.pdf,PNC,Processed,,
statement_4130283633_2021-07-30.pdf,PNC\2021-07\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-07-30.pdf,PNC,Would process,,
statement_4130283633_2021-07-30.pdf,PNC\2021-07\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-07-30.pdf,PNC,Processed,,
statement_4130283633_2021-08-31.pdf,PNC\2021-08\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-08-31.pdf,PNC,Would process,,
statement_4130283633_2021-08-31.pdf,PNC\2021-08\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-08-31.pdf,PNC,Processed,,
statement_4130283633_2021-09-30.pdf,PNC\2021-09\ARC-IMPACT PROGRAM CUYAHOGA LLC statement_4130283633_2021-09-30.pdf,PNC,Would process,,
